url,type,gsc_impressions,gsc_avg_pos,gsc_clicks,bing_imps_30d,bing_clicks_30d,bing_last_crawl,bing_http,bing_index_state,backlinks,disposition,batch
/fr/37-5-c-to-f,gsc-only,14,44.6,0,0,,,,,0,语言页-保留不动,
/de/37-5-c-to-f,gsc-only,2,65.0,0,0,,,,,0,语言页-保留不动,
/zh/37-5-c-to-f,gsc-only,9,17.3,0,0,,,,,0,语言页-保留不动,
/es/37-5-c-to-f,gsc-only,3,79.3,0,0,,,,,0,语言页-保留不动,
/ja/37-5-c-to-f,gsc-only,6,7.8,0,0,,,,,0,语言页-保留不动,
/ja/37-c-to-f,gsc-only,2,12.0,0,0,,,,,0,语言页-保留不动,
/zh/37-c-to-f,gsc-only,6,23.5,0,0,,,,,0,语言页-保留不动,
/fr/38-c-to-f,gsc-only,4,53.0,0,0,,,,,0,语言页-保留不动,
/es/38-c-to-f,gsc-only,13,59.8,0,0,,,,,0,语言页-保留不动,
/zh/36-1-c-to-f,gsc-only,1,48.0,0,0,,,,,0,语言页-保留不动,
/zh/38-c-to-f,gsc-only,1,25.0,0,0,,,,,0,语言页-保留不动,
/zh/body-temperature-chart-fever-guide,gsc-only,15,51.7,0,0,,,,,0,语言页-保留不动,
/fr/39-c-to-f,gsc-only,4,46.8,0,0,,,,,0,语言页-保留不动,
/fahrenheit-to-celsius/39-f-to-c.html,gsc-only,233,35.4,0,0,,,,,0,待精做(先建新页再301),按数据补批
/pt-br/39-c-to-f,gsc-only,3,11.7,0,0,,,,,0,语言页-保留不动,
/zh/40-c-to-f,gsc-only,3,30.3,0,0,,,,,0,语言页-保留不动,
/zh/39-c-to-f,gsc-only,2,10.5,0,0,,,,,0,语言页-保留不动,
/es/4-c-to-f,gsc-only,4,81.3,0,0,,,,,0,语言页-保留不动,
/hi/4-c-to-f,gsc-only,1,9.0,0,0,,,,,0,语言页-保留不动,
/fr/4-c-to-f,gsc-only,1,85.0,0,0,,,,,0,语言页-保留不动,
/fr/40-c-to-f,gsc-only,16,37.1,0,0,,,,,0,语言页-保留不动,
/es/40-c-to-f,gsc-only,21,65.3,0,0,,,,,0,语言页-保留不动,
/id/40-c-to-f,gsc-only,1,11.0,0,0,,,,,0,语言页-保留不动,
/fr/41-c-to-f,gsc-only,5,49.0,0,0,,,,,0,语言页-保留不动,
/pt-br/41-c-to-f,gsc-only,5,23.6,0,0,,,,,0,语言页-保留不动,
/ja/41-c-to-f,gsc-only,1,9.0,0,0,,,,,0,语言页-保留不动,
/fr/45-c-to-f.html,gsc-only,2,55.5,0,0,,,,,0,语言页-保留不动,
/de/47-c-to-f,gsc-only,32,54.2,0,0,,,,,0,语言页-保留不动,
/es/47-c-to-f,gsc-only,25,53.2,0,0,,,,,0,语言页-保留不动,
/id/47-c-to-f,gsc-only,3,9.7,0,0,,,,,0,语言页-保留不动,
/ar/47-c-to-f,gsc-only,10,50.0,0,0,,,,,0,语言页-保留不动,
/ja/47-c-to-f,gsc-only,1,10.0,0,0,,,,,0,语言页-保留不动,
/zh/47-c-to-f,gsc-only,3,11.0,0,0,,,,,0,语言页-保留不动,
/es/75-c-to-f,gsc-only,14,50.4,0,0,,,,,0,语言页-保留不动,
/id/75-c-to-f,gsc-only,4,7.5,0,0,,,,,0,语言页-保留不动,
/fr/75-c-to-f,gsc-only,12,58.3,0,0,,,,,0,语言页-保留不动,
/pt-br/75-c-to-f,gsc-only,3,67.3,0,0,,,,,0,语言页-保留不动,
/ar/75-c-to-f,gsc-only,2,17.0,0,0,,,,,0,语言页-保留不动,
/zh/celsius-to-fahrenheit-chart,gsc-only,2,84.5,0,0,,,,,0,语言页-保留不动,
/zh/36-6-c-to-f,gsc-only,1,12.0,0,0,,,,,0,语言页-保留不动,
/zh/37-2-c-to-f,gsc-only,1,96.0,0,0,,,,,0,语言页-保留不动,
/id/37-5-c-to-f,gsc-only,2,8.5,0,0,,,,,0,语言页-保留不动,
/es/body-temperature-chart-fever-guide,gsc-only,45,72.8,0,0,,,,,0,语言页-保留不动,
/pt-br/fan-oven-conversion-chart,gsc-only,6,70.2,0,0,,,,,0,语言页-保留不动,
/hi/fever-temperature-chart,gsc-only,4,74.3,0,0,,,,,0,语言页-保留不动,
/es/c-to-f-calculator,gsc-only,3,96.0,0,0,,,,,0,语言页-保留不动,
/pt-br/c-to-f-formula,gsc-only,48,76.0,0,0,,,,,0,语言页-保留不动,
/de/c-to-f-formula,gsc-only,8,59.6,0,0,,,,,0,语言页-保留不动,
/c-to-f-calculator/,gsc-only,63,85.2,0,0,,,,,0,其他,
/downloads/fever-temperature-chart.pdf,gsc-only,19,84.8,0,0,,,,,0,其他,
/es/c-to-f-formula,gsc-only,63,72.1,0,0,,,,,0,语言页-保留不动,
/es/celsius-to-fahrenheit-chart,gsc-only,17,67.7,0,0,,,,,0,语言页-保留不动,
/de/c-to-f-calculator,gsc-only,4,71.3,0,0,,,,,0,语言页-保留不动,
/de/celsius-to-fahrenheit-chart/,gsc-only,2,93.5,0,0,,,,,0,语言页-保留不动,
/fr/c-to-f-formula,gsc-only,3,50.7,0,0,,,,,0,语言页-保留不动,
/c-to-f-formula/,gsc-only,18,66.6,0,0,,,,,0,其他,
/es/,gsc-only,3,83.3,0,0,,,,,0,语言页-保留不动,
/pt-br,gsc-only,4,79.0,0,0,,,,,0,语言页-保留不动,
/zh/,gsc-only,3,92.0,0,0,,,,,0,语言页-保留不动,
/es/fan-oven-conversion-chart,gsc-only,2,93.0,0,0,,,,,0,语言页-保留不动,
/ja/fahrenheit-to-celsius,gsc-only,20,84.7,0,0,,,,,0,语言页-保留不动,
/de/fever-temperature-chart,gsc-only,23,60.5,0,0,,,,,0,语言页-保留不动,
/id/24-c-to-f,gsc-only,8,8.8,0,0,,,,,0,语言页-保留不动,
/id/28-c-to-f,gsc-only,8,6.3,0,0,,,,,0,语言页-保留不动,
/id/31-c-to-f,gsc-only,1,2.0,0,0,,,,,0,语言页-保留不动,
/id/c-to-f-formula,gsc-only,5,61.6,0,0,,,,,0,语言页-保留不动,
/ar/20-c-to-f,gsc-only,2,10.5,0,0,,,,,0,语言页-保留不动,
/id/body-temperature-chart-fever-guide,gsc-only,1,74.0,0,0,,,,,0,语言页-保留不动,
/de/1-c-to-f,gsc-only,2,76.0,0,0,,,,,0,语言页-保留不动,
/ar/celsius-to-fahrenheit-chart,gsc-only,2,78.0,0,0,,,,,0,语言页-保留不动,
/ar/c-to-f-calculator,gsc-only,2,36.5,0,0,,,,,0,语言页-保留不动,
/ar/fan-oven-conversion-chart,gsc-only,1,35.0,0,0,,,,,0,语言页-保留不动,
/ja/fan-oven-conversion-chart,gsc-only,2,12.5,0,0,,,,,0,语言页-保留不动,
/ja/c-to-f-formula,gsc-only,6,85.0,0,0,,,,,0,语言页-保留不动,
/ja/celsius-to-fahrenheit-chart/,gsc-only,6,88.0,0,0,,,,,0,语言页-保留不动,
/zh/fahrenheit-to-celsius,gsc-only,1,51.0,0,0,,,,,0,语言页-保留不动,
/ja/,gsc-only,7,96.3,0,0,,,,,0,语言页-保留不动,
/ja/body-temperature-chart-fever-guide,gsc-only,2,65.0,0,0,,,,,0,语言页-保留不动,
/zh,gsc-only,19,85.1,0,0,,,,,0,语言页-保留不动,
/zh/c-to-f-calculator,gsc-only,1,76.0,0,0,,,,,0,语言页-保留不动,
/ja/10-c-to-f,gsc-only,1,81.0,0,0,,,,,0,语言页-保留不动,
/zh/75-c-to-f,gsc-only,3,86.7,0,0,,,,,0,语言页-保留不动,
